id,title,option1,option2,option3,sku,requires_shipping,taxable,featured_image,available,price,grams,compare_at_price,position,product_id,updated_at,vendor,url,key,bio,productType,type,type_coffee,origin,beans
31271341424720,250g,250g,,,El Marcelo 250,True,True,,True,16.5,250,,1,4362633379920,2020-01-08 10:08:01+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"This beautiful microlot comes from Armel Moncayo's two hectare farm in the Cauca region. Located on the Colombian Massif, El Marcelo benefits from an incredibly high altitude. This means that the cherries have the advantage of ripening more slowly, developing great sweetness and complexity over time. We were blown away with the pre-shipment samples for this coffee, and the beans are even more expressive now that they landed at the roastery. We are getting juicy flavours of cranberry, blueberry and sweet apple with assam tea and hibscus floral notes.<br> <br> The coffee cherries at El Marcelo are hand picked when they have ripened to a deep purple colour, then sorted meticulously for any defects or underripes. The coffees are set to rest in their cherries for a day after picking, allowing them to absorb some extra sweetness and retain more of the cherry's natural characteristics. Afterwards, the seeds are depulped and fermented underwater for 24 hours before being washed and slowly dried on raised beds under a shade cover. This careful procedure ensures crystal clear flavours in the cup.</p>",Filter Coffee,Beans,Filter,Origin: South America,1
31271076954192,250g,250g,,,Huye Mtn Washed 250,True,True,,True,14.0,250,,1,4362503487568,2020-01-05 14:46:05+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"Huye Mountain comes from Rwanda, the land of a thousand hills. Blessed with the ideal growing conditions for coffee: high altitude, good rainfall, and nutrient rich organic soil. This coffee has a warming flavour profile that we find to be a perfect compliment to the winter season. In the cup you will taste milk chocolate, orange peel and raisins supported by nutmeg and a rich mouthfeel.<br><br> David Rubanzangabo is a key figure in the development of Specialty Coffee in Rwanda. When he took his washing station Huye Mountain private, he segmented the mountain range into seven zones - each with a different flavour profile. David is a true philanthropist who cares deeply about the families he works with. He offers incentives to farmers to produce high quality coffee, working with social premiums and quality incentives. We are proud to work closely with David, and this years lots are better than ever.</p>
",Espresso Coffee,Beans,Espresso,Origin: Africa,1
28863923978320,250g,250g,,,ARAMOSA WASHED 250,True,True,,True,18.0,250,,1,3690311024720,2020-01-08 14:16:00+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>Low-caf is our answer to Decaf.</strong></p>
",Espresso Coffee,Beans,Favourites,Filter,1
28495433695312,250g,250g,,,MAHEMBE 250,True,True,,True,0.0,250,,1,3621880332368,2019-11-13 14:52:45+01:00,The Barn Coffee Roasters Berlin,https://thebarn.de,0,"<span style=""color: #f3f3f3;"">The Western Province of Rwanda produces some incredible coffees, and Mahembe is definitely one of the most interesting. Notes of caramel, morello cherry, and black tea make up this complex cup.</span><br><br><span style=""color: #f3f3f3;"">Rwanda has a long history of coffee production, but only recently saw improvements in processing quality. Justin Musabyiama returned home after the genocide in 1994 and set to work reviving his family´s coffee plantation. Payment to his farmers includes health insurance, school fees, and cows. Thanks to this strong focus on quality and community building, 75% of what Justin now produces is A1 grade, and takes a top five position every year in the Cup of Excellence (COE).</span></p>",,,,,0
31105533804624,250g,250g,,,VOLCAN AZUL 250,True,True,,True,16.0,250,,1,4333202505808,2020-01-08 14:16:00+01:00,The Barn Coffee Roasters,https://thebarn.de,0, </p>,Filter Coffee,Beans,Filter,Origin: Centrals,1
31003959427152,1 person: 30. November-1 December 2019: 9:00-17:00,1 person: 30. November-1 December 2019: 9:00-17:00,,,Barista Intermediate November,False,True,,True,700.0,0,,1,4313753190480,2019-11-18 12:58:20+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong></strong><em>The Specialty Coffee Association's (SCA) Education programs were created to help you develop your passion and sharpen your skills. Taught by Tom, our Head of Training and an Authorized SCA Trainer, the programs offer high-quality coffee education for every stage of your professional career.</em></p>
",Workshops,Workshop,,,0
28010116120656,250g,250g,,,LOS PIRINEOS 250,True,True,,True,14.5,250,,1,3519155699792,2020-01-08 13:41:20+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"Los Pirineos is located on top of the Tepeca volcano; its fertile soil provides high content of phosphorus and potassium. Climate conditions are perfect for growing quality coffee. Bourbon Elite makes an exceptionally sweet cup with notes of nougat, Belgium chocolate and almonds. Floral notes kick in with more resting of this coffee. The mouthfeel is sticky as fudge.</p>
",Espresso Coffee,Beans,Espresso,Origin: Centrals,1
29240249614416,Default Title,Default Title,,,Feld47,True,True,,True,190.0,765,,1,3753817571408,2020-01-02 18:31:46+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"This Feld47 by Knock is the improved travel version of the popular Feldgrind2. It’s larger burr holds 45 to 50 grams of beans and due to its size it’s a perfect travel companion to always enjoy your perfect brew. Other improvements to this Feld47 are the adjustment lid, a slightly longer crank arm and its sized up aluminium knob for improved grip.</p>
",Equipment,Equipment,,,0
29154591965264,Black OCD,Black OCD,,,OCD V3 BLACK,True,True,,True,159.0,740,,1,3738643693648,2020-01-08 07:13:30+01:00,The Barn Coffee Roasters,https://thebarn.de,0,,,,,,0
29154319892560,Default Title,Default Title,,,Acaia Pearl S Scale BLACK,True,True,,True,212.0,950,,1,3738593951824,2020-01-08 14:54:06+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<span>The Acaia Pearl S Scale is the latest model in the Acaia Pearl Scale series and has all the innovations you can expect to help you make that perfect cup of coffee. The scale has six brewing settings and has a built-in interactive brewing guide. The unmatched precision and response time of the scale make this scale a must-have for every home barista. The Acaia Pearl S even shows the flow-rate to ensure your pouring is in a steady pace.</span></p>
<ul>
<li>A bright LED display for easier reading</li>
<li>0.02 second response time for instant readings</li>
<li>Accurate to 0.1g</li>
<li><span>Increased capacity to 3 kg to compensate for longer brews</span></li>
<li>Sensitive even to weight changes as a result of evaporation</li>
<li>Portafilter Mode makes it simpler and easier to adjust coffee for weighing portafilters</li>
<li>Built in timer to be synced with the Acaia App on your mobile phone</li>
<li>Rechargeable USB power supply that lasts 20-30 hours</li>
</ul>
",Equipment,Equipment,Merchandise,,0
28881422418000,2x250g / Filter/Espresso Mix,2x250g,Filter/Espresso Mix,,2x250g Subs Mixed,False,True,"{'id': 11570141495376, 'product_id': 3693563773008, 'position': 1, 'created_at': '2019-08-01T14:04:48+02:00', 'updated_at': '2019-08-01T14:04:48+02:00', 'alt': 'Monthly Coffee Subscription', 'width': 300, 'height': 329, 'src': 'https://cdn.shopify.com/s/files/1/0831/4141/products/250g_Filter_955570c2-b68c-4d2b-b24e-d063792d93ee.png?v=1564661088', 'variant_ids': [28881422418000, 28881422483536, 28881422516304, 28881422581840, 28881422647376, 28881422680144, 28881422745680, 28881422811216, 28881422843984, 28881422909520, 28881422942288, 28881423040592, 28881423073360, 28881423106128, 28881423138896, 28881423171664, 28881423204432, 28881423237200, 28881423269968, 28881423302736, 28881423368272, 28881423433808, 28881423499344, 28881423564880, 28881423663184, 28881423728720, 28881423892560]}",True,24.0,500,,1,3693563773008,2019-08-01 14:04:49+02:00,The Barn Coffee Roasters,https://thebarn.de,0,"This is our global ""pay-as-you-go"" or monthly coffee subscription option. Every month you will receive two different bags (curated by us) of our coffees at a discount to their individual retail prices. Subscribe forever, pause or cancel anytime!</p>
",Subscription,Subscription,,,0
28599721427024,Default Title,Default Title,,,DoB Filter Coffee Not People Tote,True,True,,True,22.0,500,,1,3639774675024,2020-01-07 11:09:16+01:00,The Barn Coffee Roasters Berlin,https://thebarn.de,0,"<strong>This is a limited edition run.</strong></p>
<meta charset=""utf-8"">
",DoB,DoB,featuredmerch,misc,0
28385738293328,Default Title,Default Title,,,Blue Cotton Bag,True,True,,True,24.0,100,,1,3602547081296,2019-12-19 19:37:59+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<span>We always felt that we needed a bag size that you can easily swing over your shoulders - large enough for a laptop or tablet, with space for a few little extras like cables, chargers or your wallet. Our new beautiful cotton bag is just that. Made from exactly the same cotton as the aprons worn by our baristas, with two press buttons to hold the flap closed.</span><br><br></p>
<ul>
<li>Colour: marine blue</li>
<li>Size: 35 x 25 cm</li>
<li>Strap: 100 cm</li>
<li>Fits A4 size</li>
</ul>
<ul></ul>",Merchandise,Merchandise,,,0
28393372352592,Default Title,Default Title,,,Low-Caf 2x250g Aramosa,True,True,,True,32.0,600,,1,3603859734608,2019-12-19 12:03:00+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>The right solution for the caffeine sensitive</strong><br><br>Sign up for our Low Caf Subscription and get 2 x 250g bags of rare, naturally low-caffeine beans delivered fresh to your home or office every month.<br><br>Low-caffeine coffee plants are incredibly rare, because caffeine acts as a protection against coffee plant diseases. This makes low-caffeine varietals extremely hard to grow. We are offering microlots from two fantastic coffee plants across a year: Laurina or Aramosa. Both naturally contain only 0.3-0.7% caffeine (regular Arabica coffee has up to 1.8%). <br><br>A Low Caf Subscription from us is the best way to stay fully stocked with freshly roasted beans every month. Signing up includes a saving of more than 10% compared to ordering the beans individually. You can pause or cancel at any time!<br><br>- 2 x 250g bags of our Low Caf beans<br>- Beans contain only 0.3-0.7% caffeine<br>- Shipped in the middle of every month</p>",,Subscription,,,0
28280572543056,Default Title,Default Title,,,"Seasonal sub - 1x250g Sundrop, 1x250g Fazenda da mata",True,True,,True,26.0,500,,1,3573429043280,2020-01-08 14:06:57+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>December - February: Brazil</strong></p>
",Filter Coffee,Subscription,,,0
31003849588816,1 person: 19. January 2020: 9:00-17:00,1 person: 19. January 2020: 9:00-17:00,,,Barista Foundation January,False,True,,False,450.0,0,,1,3541025587280,2020-01-02 13:41:01+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong></strong><em>The Specialty Coffee Association's (SCA) Education programs were created to help you develop your passion and sharpen your skills. Taught by Tom, our Head of Training and an Authorized SCA Trainer, the programs offer high-quality coffee education for every stage of your professional career.</em> </p>
<table>
<tbody>
<tr>
<td>
<strong>Time</strong>:</td>
<td>9:00am - 17:00pm</td>
</tr>
<tr>
<td>
<strong>Duration</strong>:</td>
<td>8 hours</td>
</tr>
<tr>
<td>
<strong>Language</strong>:</td>
<td>English</td>
</tr>
<tr>
<td>
<strong>Tutor</strong>:</td>
<td>Tom Hopkinson</td>
</tr>
<tr>
<td>
<strong>class size</strong>:</td>
<td>max. 4 participants</td>
</tr>
</tbody>
</table>
",Workshops,Workshop,,,0
31003952873552,1 person: 18. January 2020: 10:00 - 15:00,1 person: 18. January 2020: 10:00 - 15:00,,,INTRODUCTION TO COFFEE - January,False,True,,True,280.0,0,,1,3541013954640,2020-01-02 13:39:40+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<em>The Specialty Coffee Association's (SCA) Education programs were created to help you develop your passion and sharpen your skills. Taught by Tom, our Head of Training and an Authorised SCA Trainer, the programs offer high-quality coffee education for every stage of your professional career.<span> </span></em></p>
",Workshops,Workshop,,,0
12278366830672,250g,250g,,,EDIDO 250,True,True,,True,12.5,250,,1,1339510194256,2020-01-07 19:55:30+01:00,The Barn Coffee Roasters,https://thebarn.de,0, </p>,Espresso Coffee,Beans,Espresso,Origin: Africa,1
28120231084112,2x250g / Filter/Espresso Mix,2x250g,Filter/Espresso Mix,,2x250g Subs Mixed,False,True,"{'id': 10985752363088, 'product_id': 3540947894352, 'position': 1, 'created_at': '2019-04-25T14:05:14+02:00', 'updated_at': '2019-04-25T14:05:14+02:00', 'alt': 'Monthly Coffee Subscription', 'width': 300, 'height': 329, 'src': 'https://cdn.shopify.com/s/files/1/0831/4141/products/250g_Filter_a511723a-f941-47ea-a7f9-3a353735d495.png?v=1556193914', 'variant_ids': [28120231084112, 28120231116880, 28120231149648, 28120231182416, 28120231215184, 28120231247952, 28120231280720, 28120231313488, 28120231346256, 28120231379024, 28120231411792, 28120231444560, 28120231477328, 28120231510096, 28120231542864, 28120231575632, 28120231608400, 28120231641168, 28120231706704, 28120231739472, 28120231772240, 28120231805008, 28120231837776, 28120231870544, 28120231903312, 28120231936080, 28120231968848, 28129047511120, 29103249621072, 31239616102480]}",True,28.5,500,,1,3540947894352,2020-01-07 12:05:05+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"This is our global ""pay-as-you-go"" or monthly coffee subscription option. Every month you will receive two different bags (curated by us) of our coffees at a discount to their individual retail prices. Subscribe forever, pause or cancel anytime!</p>
",Subscription,Subscription,,,0
28120111546448,2x250g / Filter/Espresso Mix,2x250g,Filter/Espresso Mix,,2x250g Subs Mixed,False,True,"{'id': 10985676308560, 'product_id': 3540929609808, 'position': 1, 'created_at': '2019-04-25T13:49:10+02:00', 'updated_at': '2019-04-25T13:49:10+02:00', 'alt': 'Monthly Coffee Subscription', 'width': 300, 'height': 329, 'src': 'https://cdn.shopify.com/s/files/1/0831/4141/products/250g_Filter_c48fcb72-45ea-4615-a728-d94b9ad6a9bc.png?v=1556192950', 'variant_ids': [28120111546448, 28120111579216, 28120111611984, 28120111644752, 28120111677520, 28120111710288, 28120111743056, 28120111775824, 28120111808592, 28120111841360, 28120111874128, 28120111906896, 28120111939664, 28120111972432, 28120112005200, 28120112037968, 28120112070736, 28120112103504, 28120112136272, 28120112169040, 28120112201808, 28120112234576, 28120112267344, 28120112300112, 28120112332880, 28120112365648, 28120112398416, 29102732607568, 31375402565712]}",True,26.5,500,,1,3540929609808,2020-01-08 12:05:26+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"This is our global ""pay-as-you-go"" or monthly coffee subscription option. Every month you will receive two different bags (curated by us) of our coffees at a discount to their individual retail prices. Subscribe forever, pause or cancel anytime!</p>
",Subscription,Subscription,,,0
31653680513104,250g,250g,,,La Anona 250,True,True,,True,15.5,250,,1,4430946009168,2020-01-08 10:56:40+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"La Anona is one of the two farm plots ran by the sons of Roman Flores (Los Chorros). This is the first year we are featuring their coffees, and we had an amazing start with La Fila! Now we move onto the second coffee, which comes from Melvin Flores. This beautiful lot benefits not just from the amazing terroir of Intibuca, but also from careful processing. The profile in the cup displays a great range of flavours: fresh grape, chocolate, and sweet butter cookies, with a structured acidity.</p>
",Filter Coffee,Beans,Filter,Origin: Centrals,1
